ID,Type,SKU,Name,Published,Short description,Description,Stock,Weight (oz),Length (in),Sale price,Regular price,Categories,Images,Parent
311139,simple,Ocean-Bomb-Dragon-Ball-Z-UI-Goku-Apple,Exotic Ocean Bomb Dragon Ball Z Drinks | 11.1oz - UI Goku Apple,1,,Ocean-Bomb-Dragon-Ball-Z-UI-Goku-Apple,13,11.1,,,5.5,,,
311140,simple,Ocean-Bomb-Dragon-Ball-Z-Vegeta-Vanilla-11.1oz,Exotic Ocean Bomb Dragon Ball Z Drinks | 11.1oz - Vegeta Vanilla,1,,Ocean-Bomb-Dragon-Ball-Z-Vegeta-Vanilla-11.1oz,0,11.1,,,5.5,,,
411402,simple,Ocean-Bomb-Dragon-Ball-Z-White-Grape-Flavor-11.1oz,Exotic Ocean Bomb Dragon Ball Z Drinks | 11.1oz - White Grape Flavor,1,,Ocean-Bomb-Dragon-Ball-Z-White-Grape-Flavor-11.1oz,10,11.1,,,5.5,,,
488301,simple,exotic-oreo-cadbury-5star-chocolate,Exotic Oreo 5 Star,1,"<ul>\n 	<li>Exotic Collaboration Of Cadbury And Oreo</li>\n</ul>","<h2>Exotic Oreo 5 Star</h2>\nThese Exotic Oreo 5 Star feature a collaboration with Cadbury the chocolatier. Each chocolate features a milk chocolate covering with a cookies and cream center. The cookies and cream center is surrounded by a caramel layer. These chocolates are extremely delicious.  The country of origin is India.\n<h3>Country Of Origin</h3>\n<ul>\n 	<li>India</li>\n</ul>",0,1,,,4,"Exotic Snacks > Exotic Candy, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/05/cadbury-5star-oreo.jpg,
480134,simple,Oreo-Biscuit-Bite-Limited-Edition-Chocolate,Exotic Oreo Biscuit Bite | Limited Edition - Chocolate,1,,Oreo-Biscuit-Bite-Limited-Edition-Chocolate,74,1.65,,,6.25,,,
493408,simple,Oreo-Biscuit-Bite-Limited-Edition-Tiramisu,Exotic Oreo Biscuit Bite | Limited Edition - Tiramisu,1,,Oreo-Biscuit-Bite-Limited-Edition-Tiramisu,17,,,,6.25,,,
480135,simple,Oreo-Biscuit-Bite-Limited-Edition-Vanilla-Mousse,Exotic Oreo Biscuit Bite | Limited Edition - Vanilla Mousse,1,,Oreo-Biscuit-Bite-Limited-Edition-Vanilla-Mousse,16,1.65,,,6.25,,,
483657,simple,Exotic-Oreo-Cloud-Cakesters-88g-Strawberry,Exotic Oreo Cloud Cakesters | 88g - Strawberry,1,,Exotic-Oreo-Cloud-Cakesters-88g-Strawberry,0,2,,,11.99,,https://delta8resellers.com/wp-content/uploads/2023/05/Limited-Edition-Strawberry-Oreo-Cakesters.jpg,
292938,simple,Oreo-Cookies-28.5g-Birthday-Sprinkles,Exotic Oreo Cookie Packs | 3 Cookies - Birthday Sprinkles,1,,Oreo-Cookies-28.5g-Birthday-Sprinkles,0,1,,2.35,3.5,,https://delta8resellers.com/wp-content/uploads/2022/12/oreo-birthday-sprinkles-cookies.jpg,
292939,simple,Oreo-Cookies-28.5g-Strawberry-Creme,Exotic Oreo Cookie Packs | 3 Cookies - Strawberry Creme,1,,Oreo-Cookies-28.5g-Strawberry-Creme,0,1,,2.35,3.5,,https://delta8resellers.com/wp-content/uploads/2022/12/oreo-strawberry-creme.jpg,
484105,simple,exotic-oreo-sleeve-birthday-cake,Exotic Oreo Cookies | 116g - Birthday Cake,1,,exotic-oreo-sleeve-birthday-cake,0,1,,,7.88,,,
375240,simple,Exotic-Oreo-Cookies-116g-Double-Chocolate,Exotic Oreo Cookies | 116g - Double Chocolate,1,,Exotic-Oreo-Cookies-116g-Double-Chocolate,22,2,,,7.88,,,
484106,simple,exotic-oreo-sleeve-matcha-fig,Exotic Oreo Cookies | 116g - Matcha Fig,1,,exotic-oreo-sleeve-matcha-fig,21,,,,7.88,,,
375241,simple,Exotic-Oreo-Cookies-116g-Strawberry,Exotic Oreo Cookies | 116g - Strawberry,1,,Exotic-Oreo-Cookies-116g-Strawberry,3,2,,,7.88,,,
518943,simple,Exotic-Oreo-Cookies-248g-Dark-n-White-Chocolate,Exotic Oreo Cookies | 248g - Dark &amp; White Chocolate,1,,Exotic-Oreo-Cookies-248g-Dark-n-White-Chocolate,10,3,,,11,,https://delta8resellers.com/wp-content/uploads/2023/06/oreo-dark-and-white-cocolate.jpg,
521073,simple,Exotic-Oreo-Cookies-248g-Peanut-Butter-n-Chocolate,Exotic Oreo Cookies | 248g - Peanut Butter &amp; Chocolate,1,,Exotic-Oreo-Cookies-248g-Peanut-Butter-n-Chocolate,1,3,,,11,,https://delta8resellers.com/wp-content/uploads/2023/06/oreo-peanut-butter-and-chocolate.jpg,
518942,simple,Exotic-Oreo-Cookies-248g-Strawberry-Creme,Exotic Oreo Cookies | 248g - Strawberry Creme,1,,Exotic-Oreo-Cookies-248g-Strawberry-Creme,0,3,,,11,,https://delta8resellers.com/wp-content/uploads/2023/06/oreo-strawberry-cream.jpg,
325287,simple,Exotic-Oreo-Cookies-97g-birthday-cake,Exotic Oreo Cookies | 97g - Birthday Cake,1,,,38,2,,,8.85,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-oreos-birthday-cake.jpg,
325288,simple,Exotic-Oreo-Cookies-97g-double-chocolate,Exotic Oreo Cookies | 97g - Double Chocolate,1,,Exotic-Oreo-Cookies-97g-double-chocolate,0,2,,,8.85,,,
325289,simple,Exotic-Oreo-Cookies-97g-ice-cream-matcha,Exotic Oreo Cookies | 97g - Ice Cream Matcha,1,,Exotic-Oreo-Cookies-97g-ice-cream-matcha,41,2,,,8.85,,https://delta8resellers.com/wp-content/uploads/2023/01/Oreo-Mactha-Ice-Cream-97g.webp,
325290,simple,Exotic-Oreo-Cookies-97g-mellow-yogurt,Exotic Oreo Cookies | 97g - Mellow Yogurt,1,,Exotic-Oreo-Cookies-97g-mellow-yogurt,31,2,,,8.85,,,
325291,simple,Exotic-Oreo-Cookies-97g-peach-oolong-tea,Exotic Oreo Cookies | 97g - Peach Oolong Tea,1,,Exotic-Oreo-Cookies-97g-peach-oolong-tea,83,2,,,8.85,,,
325292,simple,Exotic-Oreo-Cookies-97g-raspberry-blueberry,Exotic Oreo Cookies | 97g - Raspberry &amp; Blueberry,1,,Exotic-Oreo-Cookies-97g-raspberry-blueberry,69,,,,8.85,,https://delta8resellers.com/wp-content/uploads/2023/01/Oreo-rasp-n-blueberry.webp,
325293,simple,Exotic-Oreo-Cookies-97g-strawberry,Exotic Oreo Cookies | 97g - Strawberry,1,,Exotic-Oreo-Cookies-97g-strawberry,0,2,,,8.85,,https://delta8resellers.com/wp-content/uploads/2023/01/Oreo-cookie-strawberry-97g.webp,
325294,simple,Exotic-Oreo-Cookies-97g-white-grape-peach,Exotic Oreo Cookies | 97g - White Grape &amp; Peach,1,,Exotic-Oreo-Cookies-97g-white-grape-peach,79,2,,,8.85,,https://delta8resellers.com/wp-content/uploads/2023/01/Oreo-white-Grape-Peach-97g.webp,
493507,simple,exotic-oreo-cookies-chocolate-mousse-116g,Exotic Oreo Cookies Limited Edition - Chocolate Mousse,1,,exotic-oreo-cookies-chocolate-mousse-116g,0,,,,7.5,,,
493508,simple,,Exotic Oreo Cookies Limited Edition - Grapefruit And Mango,1,,,5,,,,7.5,,https://delta8resellers.com/wp-content/uploads/2023/05/oreo-mango.jpg,
493509,simple,,Exotic Oreo Cookies Limited Edition - Rose,1,,,21,,,,7.5,,,
325304,simple,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Matcha-Fig,Exotic Oreo Ultra Thin Biscuit | 95g - Matcha Fig,1,,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Matcha-Fig,65,2,,,6.99,,,
325305,simple,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Rose-0-Calories,Exotic Oreo Ultra Thin Biscuit | 95g - Rose (0 Calories),1,,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Rose-0-Calories,0,2,,,6.99,,,
325306,simple,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Sweet-n-Sour-Strawberry,Exotic Oreo Ultra Thin Biscuit | 95g - Sweet n Sour Strawberry,1,,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Sweet-n-Sour-Strawberry,42,2,,,6.99,,,
325307,simple,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Vanilla,Exotic Oreo Ultra Thin Biscuit | 95g - Vanilla,1,,Exotic-Oreo-Ultra-Thin-Biscuit-95g-Vanilla,10,2,,,6.99,,,
294105,simple,Exotic-Snacks-Oreo-Wafer-Rolls-box-Strawberry,Exotic Oreo Wafer Rolls - Strawberry,1,,Exotic-Snacks-Oreo-Wafer-Rolls-box-Strawberry,0,1,,,6,,,
294106,simple,Exotic-Snacks-Oreo-Wafer-Rolls-box-Vanilla,Exotic Oreo Wafer Rolls - Vanilla,1,,Exotic-Snacks-Oreo-Wafer-Rolls-box-Vanilla,0,1,,,6,,,
325351,simple,Exotic-Pepsi-Soda-500ml-raspberry,Exotic Pepsi Soda | 500ml - Raspberry,1,,Exotic-Pepsi-Soda-500ml-raspberry,68,5,,,7.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-pepsi-2.jpg,
325391,simple,Exotic-Pepsi-Soda-500ml-sweet-osmanthus,Exotic Pepsi Soda | 500ml - Sweet Osmanthus,1,,Exotic-Pepsi-Soda-500ml-sweet-osmanthus,80,5,,,7.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-pepsi-1.jpg,
325352,simple,Exotic-Pepsi-Soda-500ml-white-peach-oolong,Exotic Pepsi Soda | 500ml - White Peach Oolong,1,,Exotic-Pepsi-Soda-500ml-white-peach-oolong,22,5,,,7.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-pepsi-3-peach.jpg,
493528,simple,exotic-pringles-chili-lemon-crab,Exotic Pringles Chips | 110g - Chili Lemon Crab,1,,exotic-pringles-chili-lemon-crab,0,2,,,8,,https://delta8resellers.com/wp-content/uploads/2023/05/pringles-stack-spicy-lemon-crab.jpg,
296341,simple,Exotic-Drinks-Red-Bull-Mentholyptus-170ml,Exotic Red Bull | 170ml - Mentholyptus,1,,Exotic-Drinks-Red-Bull-Mentholyptus-170ml,0,5.98,,,8.75,,,
296342,simple,Exotic-Drinks-Red-Bull-Watermelon-170ml,Exotic Red Bull | 170ml - Watermelon,1,,Exotic-Drinks-Red-Bull-Watermelon-170ml,0,5.98,,,8.75,,,
325364,simple,Exotic-Red-Bull-Energy-Drink-250ml,Exotic Red Bull Energy Drink | 250ml,1,,"<h2>Exotic Red Bull Energy Drink | 250ml</h2>\nDoesn't Red Bull give you wings? We love to believe that it does and these Asian Market Red Bull Energy Drinks are no different. Experience energy drinks from all over the world in exotic flavors. Each can contains 250ml of energy drink.\n<h2>Additional Product Information</h2>\n<ul>\n 	<li>Exotic Product From The Asian Market</li>\n 	<li>Famous and Exclusive Red Bull Energy Drink</li>\n 	<li>250ml Size</li>\n</ul>",0,4,,,7.8,"Exotic Snacks > Exotic Drinks / Soda, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/01/exotic-redbull-yellow-can-short.jpg,
325413,simple,Exotic-Ritz-Bit-109g-cheese,Exotic Ritz Bits | 109g,1,,"<h2>Exotic Ritz Bits Crackers | 109g</h2>\nRitz Bits crackers have been a staple in the American house hold since the 90's. This is no different when it comes to the Asian market and what's even more exciting is that the Asian market got flavors that we did not. Shop Exotic Ritz Bits crackers from all over the Asian market in a wide variety of flavors.\n<h2>Exotic Ritz Bits Cracker Flavors</h2>\n<ul>\n 	<li><strong>Cheese</strong></li>\n</ul>\n<h3>Additional Product Information</h3>\n<ul>\n 	<li>109gram Size</li>\n 	<li>Exotic Snack From the Asian Market</li>\n 	<li>Favorite Past Time Snack</li>\n</ul>",0,2,,,8,"Exotic Snacks > Exotic Chips, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/01/exotic-ritz-crackers.jpg,
518916,simple,ritz-crackers-milk-cheese-,Exotic Ritz Milk Cheese | 218g,1,"<ul>\n 	<li>Rich Creamy Cheese Filled Crackers</li>\n 	<li>From The Chinese Snack Market</li>\n</ul>","<h2>Exotic Ritz Milk Cheese | 218g</h2>\nEnjoy these Ritz creamy cheese crackers derived from the Chinese snack market. This full size Ritz crackers are filled with milky and creamy sweet cheese that is sure to give a savory and sweet taste. Each box contains 218g of crackers filled with cheese.\n<h3>Country Of Origin</h3>\n<ul>\n 	<li>China</li>\n</ul>\n&nbsp;",14,,,,10,"Exotic Snacks > Exotic Cookies, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/06/ritz-cracker-yogurt-cheese.jpg,
347204,simple,Exotic-Snacks-Skittles-Candies-Fruit-Tea-40g,Exotic Skittles Candies | 40g - Fruit Tea,1,,Exotic-Snacks-Skittles-Candies-Fruit-Tea-40g,59,1.41,,,5.37,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-fruit-tea-flavor.jpg,
347205,simple,exotic-Snacks-Skittles-Candies-Fruit-Yogurt-smoothie-40g,Exotic Skittles Candies | 40g - Fruit Yogurt Smoothie,1,,exotic-Snacks-Skittles-Candies-Fruit-Yogurt-smoothie-40g,0,1.41,,,5.37,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-fruit-yogurt-smoothie.jpg,
347206,simple,exotic-Snacks-Skittles-Candies-purple-bag-mystery-40g,Exotic Skittles Candies | 40g - Purple Bag Mystery,1,,exotic-Snacks-Skittles-Candies-purple-bag-mystery-40g,0,1.41,,,5.37,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-purple-bag-mystery.jpg,
325408,simple,Exotic-Skittles-Giants-141g-Fruits,Exotic Skittles Giants | 141g - Fruits,1,,Exotic-Skittles-Giants-141g-Fruits,0,3,,,9,,,
347144,simple,Exotic-Candy-Skittles-Gummies-Floral-Fruit-40g,Exotic Skittles Gummies - Floral Fruit Gummies,1,,Exotic-Candy-Skittles-Gummies-Floral-Fruit-40g,27,1.41,,,7,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-gummies-floral-fruit.jpg,
347145,simple,Exotic-Candy-Skittles-Gummies-Fruit-Tea-40g,Exotic Skittles Gummies - Fruit Tea Gummies,1,,Exotic-Candy-Skittles-Gummies-Fruit-Tea-40g,48,1.41,,,7,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-gummies-fruit-tea-flavor.jpg,
347146,simple,Exotic-Candy-Skittles-Gummies-Mixed-Fruit-40g,Exotic Skittles Gummies - Mixed Fruit Gummies,1,,Exotic-Candy-Skittles-Gummies-Mixed-Fruit-40g,118,1.41,,,7,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-gummies-mixed-fruit-flavor.jpg,
347147,simple,Exotic-Candy-Skittles-Gummies-Original-Fruit-40g,Exotic Skittles Gummies - Original Fruit Gummies,1,,Exotic-Candy-Skittles-Gummies-Original-Fruit-40g,58,1.41,,,7,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-gummies-original-fruit.jpg,
347148,simple,Exotic-Candy-Skittles-Gummies-Tropical-Fruit-40g,Exotic Skittles Gummies - Tropical Fruit Gummies,1,,Exotic-Candy-Skittles-Gummies-Tropical-Fruit-40g,0,1.41,,,7,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-gummies-tropical-fruit.jpg,
325401,simple,Exotic-Skittles-Squishy-Cloudz-70g-Crazy-Sours,Exotic Skittles Squishy Cloudz | 70g - Crazy Sours,1,,Exotic-Skittles-Squishy-Cloudz-70g-Crazy-Sours,0,1,,,5.5,,https://delta8resellers.com/wp-content/uploads/2023/01/Exotic-Skittles-Squishy-Cloudz-Sour-70g.webp,
325402,simple,Exotic-Skittles-Squishy-Cloudz-70g-Fruits,Exotic Skittles Squishy Cloudz | 70g - Fruits,1,,Exotic-Skittles-Squishy-Cloudz-70g-Fruits,0,1,,,5.5,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-skittles-fruits-70g.jpg,
325331,simple,Exotic-Sprite-Energy-500ml,Exotic Sprite Energy | 500ml,1,,"<h2>Exotic Sprite Energy | 500ml</h2>\nWho in this world doesn't enjoy the crisp freshness of a nice cold sprite? Well we no the answer to that question is no one which makes these exotic flavored Sprites that much more exciting. Enjoy exclusive flavors from all over the world. Each bottle contains 500ml of exotic soda.\n<h2>Additional Product Information</h2>\n<ul>\n 	<li>Exotic Sprite Energy Flavor</li>\n 	<li>Exclusive From The Japanese Market</li>\n 	<li>500ml Size (17.59oz)</li>\n</ul>",0,5,,,7.75,"Exotic Snacks > Exotic Drinks / Soda, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/01/exotic-sprite-energy-soda.jpg,
347929,simple,Exotic-Tropicana-Juice-450ml-Blueberry-Pomegranate,Exotic Tropicana Juice | 450ml - Blueberry Pomegranate,1,,Exotic-Tropicana-Juice-450ml-Blueberry-Pomegranate,0,15.16,,,5.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-tropicana-v4.jpg,
347930,simple,Exotic-Tropicana-Juice-450ml-Golden-Orange-Passion-Fruit,Exotic Tropicana Juice | 450ml - Golden Orange Passion Fruit,1,,Exotic-Tropicana-Juice-450ml-Golden-Orange-Passion-Fruit,0,15.16,,,5.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-tropicana-v2.jpg,
347931,simple,Exotic-Tropicana-Juice-450ml-Golden-Orange-Pineapple,Exotic Tropicana Juice | 450ml - Golden Orange Pineapple,1,,Exotic-Tropicana-Juice-450ml-Golden-Orange-Pineapple,0,15.16,,,5.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-tropicana-v1.jpg,
347932,simple,Exotic-Tropicana-Juice-450ml-Tropical-Fruit,Exotic Tropicana Juice | 450ml - Tropical Fruit,1,,Exotic-Tropicana-Juice-450ml-Tropical-Fruit,0,15.16,,,5.75,,https://delta8resellers.com/wp-content/uploads/2023/01/exotic-tropicana-v3.jpg,
520730,simple,exotic-drinks-VLT-lemon-tea-8.45oz,Exotic VLT Lemon Tea | 250ml,1,"<ul>\n 	<li>Exotic Snack From The Chinese Snack Market</li>\n 	<li>8.45oz</li>\n</ul>","<h2>Exotic VLT Lemon Tea | 250ml</h2>\nCheck out this refreshing lemon flavored iced tea from the Chinese snack market. This is not like your traditional American tea as it has a chinese spin on flavor added to it. This one is sure you dont want to miss if you are looking to broaden your exotic drink horizon. These juice boxes come with 250ml (8.45oz) of delicious lemon flavored tea.\n<h3>Country of Origin</h3>\n<ul>\n 	<li>China</li>\n</ul>",43,8.45,,,3,"Exotic Snacks > Exotic Drinks / Soda, Exotic Snacks",https://delta8resellers.com/wp-content/uploads/2023/06/vitasoy-lemon-tea.jpg,